text,date
#blockout #blockout2024 #blockinfluencers #blockcelebrities #blocknonintersectionalhealers #blocknonintersectionalfeminists #blocknonintersecrionalallys #alleyesonrafah #freepalestine #capitolvsdistricts,2024-05-11 02:49:55+00:00
🔥🔥🔥🔥🔥🔥,2024-05-11 01:24:24+00:00
😍😍,2024-05-11 00:10:46+00:00
Die neue Kollektion ist der Wahnsinn 😍 enttäuscht bin ich dennoch 》 den ganzen Vormittag gewartet bis es endlich online ist 》 zack in 5 min alles ausverkauft! 😢 habt ihr sooooo wenig von der Ware oder ist die Kollektion nur für VIPs? 🫤,2024-05-10 23:20:44+00:00
🇵🇸🇵🇸🇵🇸,2024-05-10 22:54:58+00:00
#freepalestine🇵🇸,2024-05-10 21:15:03+00:00
The flyest! Big dawg @lordkez🔥🚀,2024-05-10 19:23:56+00:00
💥,2024-05-10 17:35:00+00:00
Owaaa!!!😍😍😍,2024-05-10 17:11:15+00:00
YES @lordkez 🐥❤️,2024-05-10 16:42:32+00:00
😍🔥🔥 Stunning!,2024-05-10 16:31:18+00:00
Ugh 😍,2024-05-10 16:24:50+00:00
"Hello , I need my money back , where is the customer service ????? You just keep my money now ?",2024-05-10 15:40:39+00:00
"3rd slide. I'm in love with the dress 😍  the code, please 🙏🏾",2024-05-10 14:45:03+00:00
@lordkez ate,2024-05-10 14:38:29+00:00
What is the product code for the dress in the first slide of the carousel please? Thanks Liz,2024-05-10 14:35:11+00:00
Beautiful 😻 🇿🇦,2024-05-10 14:08:11+00:00
Wasted two days waiting for the launch on 2 different countries. Will ignore H&M next time. They clear don't care about the general public,2024-05-10 13:39:26+00:00
A curated queen @lordkez 🔥,2024-05-10 13:29:26+00:00
#freepalestine ✊🏼,2024-05-10 13:20:59+00:00
Ahhhhhh @lordkez u look so good 🥺‼️,2024-05-10 13:14:20+00:00
So nice🌈💫,2024-05-10 12:47:40+00:00
🔥🔥🔥,2024-05-10 12:45:24+00:00
#blockout2024 🇵🇸🇵🇸🇵🇸,2024-05-10 12:43:01+00:00
"Ich habe den schwarzen Blazer in 36 übrig :) Falls jemand Interesse hat, gerne melden. I have the black Blazer in 36 left. Message me if youre interested.",2024-05-15 13:34:07+00:00
@lisatpedersen Hi there! Please DM us with the country you are based in and the screenshot of the shorts and we will be able to further assist you. Speak soon!,2024-05-15 12:23:32+00:00
"Postovani, ovo je bila posebna kolekcija koja se rasprodala u trenu i trebalo je puno srece za kupiti artikal. I nalon sto je narudzba prosla, sve bilo placeno Vi mi javljate da tog artikla nazalost nema na stanju... 
Vec dugo kupujem u hm... sto mozete vidjeti i po mom korisnickom racunu. Ali posebne kolekcije su svaki put sve gore sto se tice dostupnosti artikala, nacina kupovanja... proslu kolekciju su mi 3 stvari koje sam uspjela staviti u kosaricu maknute iz nje ni pola minute nakon sto sam ih stavila, sada ovo... stvarno nije u redu od HM.a...",2024-05-15 11:55:26+00:00
Do you have a product nr on the beige shorts from this collection? I know its sold out but I want to see If it comes back Stock. Thanks 😍,2024-05-15 04:15:24+00:00
@__jades__ also why they want to charge for a bag for 10 cents when we go shopping at the mall,2024-05-15 01:08:46+00:00
"@shvindt_u Oh no! We're sorry to hear your order was cancelled. Please DM us with your query, so that we can take a further look into this for you. Hope to hear from you soon!",2024-05-14 14:49:34+00:00
Exactly. That’s why I shop at Zara because they wouldn’t pull this bs.,2024-05-14 12:13:09+00:00
Looking for the orange dress in M,2024-05-14 04:34:41+00:00
@imjodn as usual... 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,2024-05-13 21:27:21+00:00
👏👏👏👏👏👏,2024-05-13 21:26:31+00:00
@enliess 👏👏👏👏👏,2024-05-13 21:23:44+00:00
😍😍😍😍,2024-05-13 16:33:04+00:00
🔥🔥🔥🔥🔥,2024-05-12 23:10:31+00:00
🇵🇸🇵🇸🇵🇸,2024-05-12 22:38:58+00:00
RESTOCK THE BAAAAAGG,2024-05-12 17:13:57+00:00
,2024-05-12 08:20:52+00:00
Well said,2024-05-12 06:15:29+00:00
🔥🔥🔥🔥🔥,2024-05-12 05:17:16+00:00
चुत्या😂,2024-05-11 19:41:47+00:00
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,2024-05-11 10:26:15+00:00
مين الكائن دا,2024-05-11 09:14:35+00:00
Это де из этой игры где ты убегаеш от кого то с тунеля,2024-05-11 09:04:55+00:00
Youse want to also work on being able to handle your fulfilment and SLO’s… even if you do get to purchase anything your waiting way over the estimated time frame.,2024-05-10 21:32:52+00:00
"Should drop 10th in Germany, waiting whole night! morning..evening.. AND NOW ALL SOLD OUT ?!?! ARE YOU KIDDING ????",2024-05-10 18:52:40+00:00
One minute after 10 A.M in Germany  you could buy the collection  2 Minutea after it was nearly all sold out. My favoourite the silk scarf disappeared and that was it. I only could buy the collier. Or you must buy one after one. 😢😮,2024-05-10 17:06:33+00:00
Super disappointed I was waiting all  morning may 9 and when I check everything was sold out . Do better hm loyal customers missed out on,2024-05-10 14:56:30+00:00
"Da igual, es feisimo",2024-05-10 14:30:39+00:00
Wasted two days waiting for the launch on 2 different countries. Will ignore H&M next time. They clear don’t care about the general public,2024-05-10 13:38:53+00:00
Super cute swimsuit 🩱,2024-05-10 13:23:48+00:00
Daaame 🔥❤️,2024-05-10 12:52:13+00:00
Totally agree 👍🏻,2024-05-10 11:29:38+00:00
😂,2024-05-10 11:25:35+00:00
#blockout2024,2024-05-10 10:28:30+00:00
Could we get H&M X nicki Minaj? 👀,2024-05-10 10:21:42+00:00
I have a puffer jacket from H&M I got myself while on my adventure in W/S I have it still I hope,2024-05-10 10:19:19+00:00
@hm you’ve got all the details already. I’m asking you to investigate my parcel since yesterday.,2024-05-10 08:32:12+00:00
Delivery service in the UK is shocking!!,2024-05-10 07:44:38+00:00
"@virginiamoonrose Hi there! We are sorry to hear this. Please DM us your full name, order number and home address to safely access your account. Talk soon.",2024-05-10 07:32:52+00:00
The bag is exactly my expression now,2024-05-10 05:35:00+00:00
Tout est vendu 😩,2024-05-10 02:41:54+00:00
😍😍😍,2024-05-10 02:08:41+00:00
"I completely agree , @hm keeps ignoring my comment, they allow influencers in each country to have first preference for everything than for the general public nothing is available, it is really unfair... Why even bother to sell to us in the first place when all they care about are influencers, if an influencer posted this comment they would respond In an instance and probably get free items...",2024-05-09 22:49:16+00:00
When will leopard ballet flats be in stock??,2024-05-09 22:43:54+00:00
Why not just make more of it so more people can buy it? It’s immediately sold out.,2024-05-09 22:39:21+00:00
😍,2024-05-09 22:16:34+00:00
🔥🔥🔥🔥🔥🔥,2024-05-09 21:40:58+00:00
"OmG she looks like Linda Womack, now known as Zeriiya Zekkariyas",2024-05-09 21:10:20+00:00
"@mayola_ay77 Hola, lamentamos escuchar que tienes un problema con la app. Por favor envíanos un mensaje directo con tu correo y nombre para que podamos apoyarte con este asunto. Quedamos atentos.",2024-05-09 20:42:14+00:00
"Can’t believe it! It’s @parco.dei.mostri the magic park in Bomarzo near Rome! I visited it last year, can’t wait to come back 😍🧌🇮🇹🍝🇮🇹🍕🏛️",2024-05-09 20:15:12+00:00
Do we receive these in New Zealand?,2024-05-09 20:06:51+00:00
So coool! Love it!👏👏👏,2024-05-14 10:09:44+00:00
🙌🙌🙌🙌🙌🙌🙌🙌,2024-05-12 12:26:26+00:00
Zamin,2024-05-11 13:01:37+00:00
AKUU INGIN JD KARYAWAN MU,2024-05-09 07:18:39+00:00
Hnm your not cool anymore . You have sod out and finance death and murder . Get a grip!,2024-05-08 22:25:03+00:00
funding a massacre,2024-05-08 21:33:32+00:00
❤️❤️❤️❤️❤️❤️,2024-05-08 18:35:52+00:00
🔥,2024-05-08 17:56:44+00:00
HORRIBLE COMPANY- was late by 2 days for their return policy bc it’s by the date you ORDER not by delivered date like every other company. MY DOG WAS DYING OF BRAIN CANCER AND I COULD NOT DRIVE THE 30 miles to the store. Promised me refund and then issued me store credit,2024-05-08 17:38:29+00:00
"Greetings! I am a young person who cares about protecting animals. I respectfully ask you to stop selling down in your stores. Many warm, animal-free materials are available today, including vegan down made from flowers, ceiba tree fiber, bamboo, or milkweed as well as Plumtech, Thinsulate, and PrimaLoft.

 
Thank you for your compassion for animals.",2024-05-08 16:17:19+00:00
Owaaa!!!🔥🔥🔥,2024-05-08 16:00:37+00:00
#boycotthm #savepalestine #alleyesonrafah,2024-05-08 15:54:10+00:00
Beautiful,2024-05-08 13:43:46+00:00
❤️,2024-05-08 11:31:49+00:00
🙌,2024-05-08 11:09:43+00:00
"No act of kindness no matter how small it is,is ever wasted.The dogs are out of food and they need medication.Please reach out to us.We don't need to have deep pockets or be rich to donate",2024-05-08 11:09:01+00:00
"Can you respond to your dm, I need my order delivered today",2024-05-08 11:06:00+00:00
❤️❤️❤️,2024-05-08 11:02:29+00:00
#boycotthm,2024-05-13 14:31:46+00:00
H&M needs to offer a met gala collection,2024-05-13 00:40:40+00:00
👏🏼,2024-05-11 06:59:28+00:00
#blockout #blockout2024 #blockcelebrities #blockcelebrities2024 #alleyesonrafah #freepalestine #capitolvsdistricts,2024-05-11 01:20:34+00:00
❤️❤️❤️,2024-05-10 12:41:42+00:00
@juliettebtlr,2024-05-10 09:25:30+00:00
"Let’s also acknowledge the extraordinary jewellery design by @dicksondesigns, shall we?! 🙌🌸",2024-05-10 06:38:44+00:00
@anastasiaknyseva finden wir auch!,2024-05-10 06:27:25+00:00
👎🏻,2024-05-10 02:57:23+00:00
She is so beautiful 😍,2024-05-09 00:27:29+00:00
Sehr schön.😍😍😍👏👏👏,2024-05-08 20:01:58+00:00
🙌,2024-05-08 19:19:59+00:00
❤️❤️❤️,2024-05-08 18:48:45+00:00
😍😍😍,2024-05-08 18:42:52+00:00
Special 😍,2024-05-08 18:00:50+00:00
🔥,2024-05-08 17:56:50+00:00
@hm 📞,2024-05-08 14:03:59+00:00
So beautiful 🔥👏👏,2024-05-08 13:13:11+00:00
❤️❤️❤️❤️❤️❤️,2024-05-08 12:59:56+00:00
"@missus_peel Hi there! We are sorry to hear you have not received your order. We appreciate this will be disappointing. Please note you can DM us here or on Twitter or call us on 03 44 736 9000, we also have a live chat team on our website. For us to take a further look, please DM us your full name and email to safely access your account. Talk soon.",2024-05-08 11:45:07+00:00
HM you never miss,2024-05-08 11:41:48+00:00
@15dumebi_ ❤️,2024-05-08 10:36:13+00:00
Can you check your dm please,2024-05-08 09:12:00+00:00
😍😍😍,2024-05-08 09:11:02+00:00
😍,2024-05-08 08:41:12+00:00
What if you make medical scrubs ? 😍,2024-05-08 07:02:30+00:00
🔥,2024-05-08 06:45:55+00:00
Riktig prinsessa! 👸❤️,2024-05-08 06:40:41+00:00
Love this🔥🔥🔥,2024-05-16 10:21:36+00:00
Awkwafinaaaa gorgeous,2024-05-12 12:43:48+00:00
#freepalestine🇵🇸❤️ #alleyesonrafah #genocide #gazaunderattack,2024-05-10 22:59:40+00:00
😍😍 Çok güzel,2024-05-10 11:36:26+00:00
My dream dresscode 😍,2024-05-09 10:03:11+00:00
🤍🤍🤍,2024-05-09 05:37:35+00:00
👏🏽👏🏽👏🏽👏🏽,2024-05-08 21:01:30+00:00
😍😍😍,2024-05-08 19:54:32+00:00
❤️❤️❤️,2024-05-08 18:42:27+00:00
❤️❤️❤️❤️❤️❤️❤️❤️,2024-05-08 18:17:02+00:00
🔥,2024-05-08 17:56:56+00:00
"@mayola_ay77  Hola, lamentamos escuchar que tienes un problema con la app. Por favor envíanos un mensaje directo para que podamos apoyarte con este asunto. Quedamos atentos.",2024-05-08 15:24:56+00:00
☺,2024-05-08 15:22:19+00:00
🔥🔥🔥,2024-05-08 14:05:30+00:00
😍😍😍,2024-05-08 13:10:17+00:00
Beautiful 😍😍,2024-05-08 12:46:45+00:00
"https://www.instagram.com/p/C6om_eJt4SN/?igsh=ZHE0bjBmdG5uaGZq
Like fotos pls dhe sugjerojua miqve🧡",2024-05-08 12:17:15+00:00
Mirip  memong @tasyafarasya ❤️,2024-05-08 09:07:29+00:00
The first dress is beautiful with bow 😍😍,2024-05-08 08:29:45+00:00
😍😍,2024-05-08 08:13:54+00:00
Beautiful dress😍😍,2024-05-08 07:52:35+00:00
wooooooow😍,2024-05-08 07:50:45+00:00
Beautiful!!!😍😍😍😍😍,2024-05-08 05:46:37+00:00
Boycott Boycott,2024-05-08 05:24:15+00:00
HM 👍..,2024-05-08 04:18:56+00:00
"Qué pasó con la App en Mexico ??, tiene una semana sin funcionar 😓",2024-05-08 01:05:58+00:00
😍👏👏😍,2024-05-08 00:14:53+00:00
😍😍😍😍,2024-05-08 00:09:57+00:00
💸💸,2024-05-07 23:56:21+00:00
Really want them for my bridesmaids boxes 🥲,2024-05-07 23:48:43+00:00
H&M when are yall gonna restock y’all’s pjs?!??,2024-05-07 23:48:23+00:00
3 kere kartımda para çekildi sipariş oluşmadı !!,2024-05-07 23:21:29+00:00
❤️,2024-05-07 23:09:24+00:00
😍,2024-05-07 22:51:59+00:00
KISSS,2024-05-07 22:39:54+00:00
@hanwilko86,2024-05-07 22:17:30+00:00
#freepalestine #stopthegenocide #ALLEYESONRAFAH,2024-05-07 21:38:49+00:00
Love it,2024-05-07 21:36:31+00:00
Enough Met now —,2024-05-07 21:12:57+00:00
❤️,2024-05-07 21:09:49+00:00
Ethereal ✨,2024-05-07 21:08:17+00:00
🙌,2024-05-07 21:06:59+00:00
Que horror🙌,2024-05-07 20:59:26+00:00
Peace ☮️,2024-05-07 20:55:31+00:00
Love ❤️,2024-05-07 20:55:28+00:00
Wow! Beautiful dresses 😍,2024-05-07 20:46:34+00:00
"Not because the pregnant woman, dressed like that, looked horrible, dressed in such poor taste, ugly!",2024-05-16 05:06:30+00:00
"@renedeklerk oh the gaslighting lol‼️‼️ you’re addressing her pregnancy Karen, which is clearly about her BODY‼️‼️‼️ hence you are body shaming out of your own insecurities. But I’m not surprised your ancestors were colonizers who constantly body shamed native people who were open and free about their body. Its deeply ingrained in your ignorance & need for control.",2024-05-15 18:15:33+00:00
@renedeklerk oh yeah? My response to your backhanded comment is also my opinion. PREGNANCY CAN BE BEAUTIFUL NAKED. Body shaming came from your ancestors so I’m not surprised a Karen like you would say that 🤡,2024-05-15 14:06:00+00:00
@ohawaiki_  read my post properly wasn’t hating on anyone - was just not loving the fashion statement!,2024-05-15 11:41:31+00:00
@ohawaiki_ on the contrary I wasn’t body shaming anyone was saying the fashion didn’t meet the beauty of pregnancy in my opinion. When last time I checked I’m allowed to have one!,2024-05-15 11:40:27+00:00
@elnino_kids_fashion exactly. Women be the biggest haters.,2024-05-15 08:24:33+00:00
@renedeklerk yeah stop body shaming it’s giving insecure & jealous & judgmental,2024-05-15 08:24:12+00:00
N🔥🔥🔥,2024-05-14 10:21:45+00:00
"I dont usually like ladies showing prenancy belly but this, I love it!!! A McQueen vibes. HM❤️",2024-05-13 18:01:46+00:00
Albanski Outfit,2024-05-13 05:07:59+00:00
"This MURDEROUS Columbus Ohio family tried  killing a child! And through racketeering and blue collared crime with street thugs, have been trying to kill a child. #MurderousAbortion #FALSIFIEDRAPE
Because 
[Oliver Darwin Evans], 123 Red Haven CT. Pataskala, Ohio works at CMHA 1407 Cleveland Ave, Columbus, OH 43211. Oliver Evans (614)813-5810 is a MURDEROUS Crip Drug dealer causing poverty&Domestic Terrorism (PROCEED CAUTIOUSLY)👎",2024-05-11 17:25:10+00:00
No,2024-05-11 12:37:56+00:00
If you have never been pregnant before don't comment negatively...some of us walked completely naked lol. #mum x,2024-05-10 20:48:00+00:00
😍😍😍😍😍,2024-05-10 16:08:05+00:00
🔥,2024-05-10 12:29:59+00:00
#blt,2024-05-10 12:02:06+00:00
@lotteotsen_ kan je me een dm sturen over Mitchel jumper,2024-05-10 07:59:10+00:00
Go to the gym please,2024-05-09 17:03:58+00:00
@elnino_kids_fashion  I don’t think looking like a clown with a frilly Bib and belly is classy. But each to their own,2024-05-09 15:28:04+00:00
My opinion I don't think it's very classy to each his own,2024-05-09 14:52:36+00:00
@elnino_kids_fashion womp womp,2024-05-09 14:18:28+00:00
@renedeklerk you can't dictate how someone chooses to show off their pregnancy. And what exactly is your definition of class?,2024-05-09 13:56:04+00:00
Gorgeous 😍,2024-05-09 12:59:17+00:00
She don't looks like happy 😢,2024-05-09 10:03:34+00:00
HM gcc code: T710🔥,2024-05-09 00:17:08+00:00
❤️,2024-05-08 19:55:22+00:00
❤️❤️❤️❤️❤️❤️❤️❤️,2024-05-08 18:17:21+00:00
Avec un sourire serait mieux,2024-05-08 15:30:31+00:00
👏👏👏,2024-05-08 13:37:05+00:00
❤️,2024-05-08 13:07:15+00:00
Sorry not my vibe - pregnancy is such a beautiful part of life.  Doesn’t mean it had to be in your face but it can be beautifully celebrated with class. As for the half lipstick vibe what is that!,2024-05-08 12:28:31+00:00
♥️♥️♥️,2024-05-08 11:51:45+00:00
❤️,2024-05-08 03:46:25+00:00
❤️❤️❤️❤️❤️,2024-05-08 03:03:37+00:00
Nooo,2024-05-08 01:28:39+00:00
❤️🙌,2024-05-07 20:50:46+00:00
❤️❤️❤️❤️,2024-05-07 20:30:55+00:00
All the love in the world @hm,2024-05-07 20:21:30+00:00
❤️❤️,2024-05-07 20:12:47+00:00
😍😍,2024-05-07 20:06:17+00:00
😏,2024-05-07 20:00:03+00:00
@isabellebeentjes kan je me een dm sturen heb een vraag,2024-05-07 19:45:00+00:00
@bjpascual u ateeee📸,2024-05-07 19:41:32+00:00
❤,2024-05-07 19:32:07+00:00
Gorgeous ❤️❤️❤️❤️❤️,2024-05-07 19:26:54+00:00
Dm,2024-05-07 19:15:34+00:00
Dm,2024-05-07 19:15:31+00:00
Dm,2024-05-07 19:15:30+00:00
Yuk,2024-05-07 19:06:22+00:00
🙌🙌🙌🙌,2024-05-07 18:48:23+00:00
ミッキーマウスで歩いてみたいわ🎵,2024-05-15 13:13:45+00:00
Free Palestine 🇵🇸,2024-05-12 06:41:16+00:00
@casslaro i criticize and this is the point of commenting…,2024-05-11 23:40:39+00:00
@joelthangsing Hey do you need help hon?  Or are you only 15 and haven’t quite worked it out yet?,2024-05-11 05:51:47+00:00
Free EVERYONE.,2024-05-11 04:47:58+00:00
Well done 🙌👏,2024-05-10 22:04:02+00:00
"@casslaro criticism/feedback, its literally a company account 😭",2024-05-10 16:36:56+00:00
wow congrats for bringing fast fashion to the red carpet 😑,2024-05-10 16:20:39+00:00
@mery_yooma and you say this with your eyes on H&M ‘s instagram,2024-05-10 14:02:15+00:00
Why do you waste your time watching others on internet instead of actually helping the people in Palestine??,2024-05-10 14:00:43+00:00
Disappointed Quannah Rose was even at the Met Gala. I thought she would have had more morals than the rest to be at such a capitol style event whilst in an active genocide. Slay though girl ….. smh,2024-05-10 09:55:42+00:00
@timpostedthat rude comment for no good reason,2024-05-10 09:19:55+00:00
This is a place where you can be silly n wear silly clothes and pretend to be someone important,2024-05-10 07:57:06+00:00
"idk, i’d never buy a gown from h&m",2024-05-10 06:47:34+00:00
Brother ewwwww,2024-05-10 04:36:11+00:00
@alessio.brunello 😂😂😂,2024-05-10 04:14:29+00:00
@casslaro an honest comment,2024-05-10 03:54:43+00:00
free palestine,2024-05-09 22:56:22+00:00
CAN'T USEE the capitol is celebrating 🎉 the Palestine (district 12) is suffering  welcome to the 76 annual hunger games 🍉 Palestine will be free 🍉🍉,2024-05-09 21:56:44+00:00
ALL EYES ON RAFAH AND CANCEL HOLLYWOOD ❌✖️❌✖️❌✖️❌✖️,2024-05-09 21:20:32+00:00
no wonder they are ugly ash,2024-05-09 17:46:18+00:00
@sissou.sassou Free Palpatine,2024-05-09 17:21:36+00:00
@davevannie I care!!!,2024-05-09 17:21:23+00:00
No tx,2024-05-09 17:21:17+00:00
@meriembensalah2123 Free Palpatine,2024-05-09 17:21:11+00:00
@hayre_samia Free Palpatine,2024-05-09 17:20:57+00:00
@fatemehkbri Free Palpatine,2024-05-09 17:20:45+00:00
@heenybutt Free Palpatine,2024-05-09 17:20:17+00:00
Hope you all fun..while kids were being bombed and killed. You must be very proud of yourselves,2024-05-09 17:07:44+00:00
@eleni_officialpage we don't care about the met gala w care about Palestine 🇵🇸🇵🇸🇵🇸🗣️🗣️🗣️🗣️*how about now?*,2024-05-09 16:50:09+00:00
Go to hell @hm 🔥,2024-05-09 16:42:52+00:00
@eleni_officialpage  we don't care about the met gala w care about Palestine 🇵🇸🇵🇸🇵🇸,2024-05-09 16:39:09+00:00
How on earth do they manage in the ladies rest room.,2024-05-09 15:22:28+00:00
👏👏👏,2024-05-09 15:19:55+00:00
"Well, a lot of us don’t care about Palestine , ig it’s mutual 🤣",2024-05-09 14:26:54+00:00
@kivvyboo  we don't care about the met gala w care about Palestine 🇵🇸🇵🇸🇵🇸,2024-05-09 14:25:53+00:00
I said what I said. Don’t cry to people about something Palestine started. Reep what you sow.,2024-05-09 14:16:25+00:00
Probably should concentrate on your court case!!!,2024-05-09 14:12:49+00:00
@kivvyboo  we don't care about the met gala w care about Palestine 🇵🇸🇵🇸🇵🇸,2024-05-09 13:55:25+00:00
Gorgeous,2024-05-09 13:39:14+00:00
Let’s cry about Palestine when you can’t finish a war y’all started 🤣,2024-05-09 13:32:44+00:00
Free the hostages,2024-05-09 12:41:22+00:00
i care,2024-05-09 12:35:36+00:00
@sundeityapollo,2024-05-09 08:03:28+00:00
Stunning 😍😍😍😍,2024-05-09 07:22:04+00:00
😂😂😂 Free Isreal  from murdering amass and there supporters,2024-05-09 06:45:55+00:00
@joelthangsing 👆🏽👆🏽ok - whoever you are … you need to take a break … because your post is out of order and unnecessary.  You need to learn to scroll on and not make comments like that - we are ashamed 👉🏼 of  you.  Get some help. 🧿🙏,2024-05-09 06:18:01+00:00
@alessio.brunello  both stop -  we don’t need to see hissy fits or bitching.  Stop guys,2024-05-09 06:13:51+00:00
@larsbodo87 don’t be nasty - no need.,2024-05-09 06:12:02+00:00
No,2024-05-09 05:39:16+00:00
muhteşem bir elbise,2024-05-16 06:46:46+00:00
😢 Why didn’t they show these outfits?! These are amazing! Had no idea,2024-05-14 15:34:56+00:00
Always said just wait wait wait?? Until when??????,2024-05-13 06:09:39+00:00
😢that I know ofHM 🥺🥺,2024-05-11 11:41:04+00:00
Stunning!!!!!!,2024-05-10 22:03:12+00:00
Love that we are now marking all ages AND colors 👏,2024-05-10 18:13:56+00:00
😍😍,2024-05-10 11:53:13+00:00
❤️❤️,2024-05-10 11:53:11+00:00
❤️,2024-05-10 08:59:43+00:00
ANN-SOFIE!! 🔥🔥🔥,2024-05-09 22:40:20+00:00
@lafilomena_mimbre ¡A nosotros también nos encanta!,2024-05-09 11:49:18+00:00
Vamos hacértelo,2024-05-09 10:30:07+00:00
"El rojo es lo más, zapatos, vestido, maquillaje, peinado!!!! La pera 😍😍😍",2024-05-09 09:27:53+00:00
😢👎🏼,2024-05-08 22:10:55+00:00
Que feo los vestidos 👗,2024-05-08 16:03:51+00:00
Looking smashing @Ann-SofieJohansson 👏,2024-05-08 13:06:00+00:00
🔥🔥🔥🔥,2024-05-08 10:05:24+00:00
Quannah is stunning 🤩,2024-05-08 09:10:23+00:00
🔥👏🙌,2024-05-08 08:01:12+00:00
Ann-Sofie looking stylish as hell! As usual 👏👏❤️❤️,2024-05-08 07:54:21+00:00
🙌🙌🙌,2024-05-08 06:02:08+00:00
👏👏👏,2024-05-08 05:49:39+00:00
🔥🔥,2024-05-08 03:24:58+00:00
ALL EYES ON RAFAH ✊🏼🇵🇸🍉,2024-05-08 03:15:49+00:00
When will they be available in your stores for us mortals🙌,2024-05-08 01:16:13+00:00
🩵🩵🩵 loved creating quannahs accessories to match her beautiful gown😊,2024-05-08 00:42:57+00:00
😍😍😍😍,2024-05-07 23:46:05+00:00
STUNNNINGGGGG,2024-05-07 23:11:26+00:00
Yes👏🏾👏🏾,2024-05-07 22:58:57+00:00
Who is the talented photographer who shot all these photos?,2024-05-07 22:47:34+00:00
#stopthegenocide #palestinianchildrenmatter #ALLEYESONRAFAH #freepalestine,2024-05-07 20:39:46+00:00
😍😍,2024-05-07 20:38:04+00:00
😍😍😍😍,2024-05-07 20:37:11+00:00
😍😍,2024-05-07 19:41:30+00:00
Yahooooooo❤️🔥❤️🔥❤️🔥❤️❤️❤️❤️❤️❤️❤️,2024-05-07 19:28:17+00:00
The colour is exquisite.,2024-05-07 18:22:41+00:00
How do I get into the H&M couture design team? ✍️,2024-05-07 18:14:20+00:00
🙌🙌🙌,2024-05-07 17:01:56+00:00
Damnnn the first one is sooooooo good one of best outfits in met Gala 😭💜💜💜💜,2024-05-07 16:53:17+00:00
All pieces are beautiful.,2024-05-07 16:22:12+00:00
😍😍😍,2024-05-07 16:20:59+00:00
UGH! SO BORING!!!,2024-05-07 16:19:06+00:00
"Well done H&M. Lovely designs and remembering to include also a mature person. Next time, the display will be even stronger if you avoid the stereotyping pitfall of dressing the mature person in dark styles covering her body and concealing figure. I look forward to that 🖤🫶🏼",2024-05-07 16:04:38+00:00
🙌,2024-05-07 15:36:39+00:00
👏,2024-05-07 15:36:36+00:00
😍😍😍😍,2024-05-07 15:09:31+00:00
🔥🔥😍😍,2024-05-07 15:08:39+00:00
❤️❤️❤️❤️❤️❤️❤️,2024-05-07 15:05:07+00:00
2nd and 5th slide gowns are gorgeous 👏👏👏,2024-05-07 15:01:29+00:00
Wow never would I have thought these are h&m outfits! Love them!,2024-05-07 15:01:26+00:00
😍😍,2024-05-14 21:53:07+00:00
😍😍😍😍,2024-05-14 10:19:29+00:00
@hm merci  bonne journée,2024-05-09 12:56:32+00:00
I like the teeth 😍,2024-05-09 10:03:51+00:00
What time today will it be available?,2024-05-09 07:09:05+00:00
@karlsson_yvonne Hi! This lovely collection will launch very soon. We recommend you to keep an eye on our website. Have a great day!,2024-05-08 07:36:40+00:00
Dm,2024-05-07 19:15:54+00:00
Dm,2024-05-07 19:15:52+00:00
Dm,2024-05-07 19:15:51+00:00
When can I order the necklace in Sweden? 😍,2024-05-07 18:33:30+00:00
👏👏👏👏,2024-05-07 14:35:41+00:00
"@chetanareddy_ Hi there!
We haven't heard anything from you, hope that your concern has been resolved. 
However, you can get back to us if you have any concerns.
Thank you for choosing H&M. Have a wonderful day ahead.",2024-05-07 12:21:01+00:00
Free Palestine 🍉🍉,2024-05-07 11:21:57+00:00
Peggior servizio clienti di sempre,2024-05-07 09:26:47+00:00
"@tamikam13 Hello there! We hope the issue got sorted out and you were able to avail the discount! The app does seem to be working currently but if you were unable to avail the members' discount, please do send us a private message and we will see what we can do. Speak soon!",2024-05-07 09:22:53+00:00
Did you licence the images of the Monster Park you used?,2024-05-07 09:18:03+00:00
😍😍,2024-05-07 08:27:14+00:00
"Hi @sanne.and.the.city. I confirm you that the launch will be at 10 am. 
Have a nice day! 😀",2024-05-07 07:14:59+00:00
@hm really disappointed I’ve been wanting to checkout on items in my basket for members day discount and you have been updating the site which means you can’t even get to use the discount as it’s away to end!!!!,2024-05-06 23:52:58+00:00
@natalia_kramer_ Hey there! We're so excited to share these style with our fashion friends! The H&M Studio Resort Capsule launches May 9th - stay tuned! We can't wait till this suit is yours! 😀,2024-05-06 21:08:52+00:00
How do I buy this suit?,2024-05-06 21:02:12+00:00
I’m so in love with this collection! At what time is it coming online at May 10th in Belgium?,2024-05-06 20:03:29+00:00
Nagarjuna,2024-05-06 19:00:54+00:00
❤️,2024-05-06 15:47:41+00:00
"My family and I are writing to ask that you please stop using down in any of the products. Birds have feathers ripped from them while alive, after spending their whole life cramped in cages in dirty, scary, miserable conditions. Please stop using animals for your clothing. ￼￼",2024-05-06 13:00:19+00:00
"In Italia quando sarà disponibile,? Grazie",2024-05-06 08:00:18+00:00
"@hm stop murdering animals, you’re not worth it",2024-05-06 04:46:34+00:00
